HLOFFLOGIN;Login code for hot country deactivated
HLONLOGIN;Login code for hot country active
HLSUKORMX;Maximum value of correction factor for LSU heating power
HSLDSUA;Hysteresis for stationary diverter valve control
HSSLDSUA;Hysteresis for closing Turbo diverter valves in stationary path
HYKATA_0_A;Absolute hysteresis for catalyst diagnosis
HYKATA_1_A;Absolute hysteresis for catalyst diagnosis
HYKATR_0_A;Relative hysteresis for catalyst diagnosis
HYKATR_1_A;Relative hysteresis for catalyst diagnosis
IGNDELAY;Sync number ignition release delay AZUE
ILMRMN;Minimum value of air mass controller
ILMRMX;Maximum value of air mass controller
ILMRN;Integrator gain of air mass controller
IMLATDSL;Min. air mass flow for adaptation/additional diagnosis
IMLATDSLK;Min. air mass flow for short test
IMLATMMXI;Max. INI value for integrated exhaust air mass in overrun
IMLATMNLMN;Min. value for integrated air mass in overrun
IMLATMNLMX;Max. value for integrated air mass in overrun
IMLATWS;Air mass threshold for cat heating after restart
IMLDSL;Minimum air mass flown through
IMLKHMX;Max. ratio factor psum_w/mlsu for activating catalyst heating
IMLKHTMS;imlpr threshold for transition to Lambda catalyst heating
IMLKVSMX;Maximum integration threshold for error release in DKVS (tank empty)
IMLLASKH;imlpr threshold for transition to Lambda exhaust specification
IMLNWKHMX;Threshold air mass integral cat heating for end of camshaft cat heating functionality
IMLSLMN;Min. ratio factor psum_w/mlsu for switching on SLS
IMLSLMX_0_A;Max. ratio factor psum_w/mlsu for switching on SLS
IMLSLMX_1_A;Max. ratio factor psum_w/mlsu for switching on SLS
IMLSLSA;Air mass integral threshold for start of secondary air in exhaust
IMLSLSE;Air mass integral threshold for end of secondary air in exhaust
IMSDTEVA;Threshold for integral of mass flow TEV after long TE stop
IMTUMTAT;Integrated air mass threshold for determining ambient temperature from TANS
IP1A_MX_UM;Max. voltage for throttle actual pot 1 at lower stop for function monitoring
IP2A_MN_UM;Min. voltage for throttle actual pot 2 at lower stop for function monitoring
IPA_T_UM;Error tolerance time for lower throttle stop in invalid range for function monitoring
IVDNDTEH;I-controller parameter with active DTEV in homogeneous mode
IVDNHMM;I-controller parameter with Hmm and Hos
IVDNHMMV;I-controller parameter with Hmm/Hos mode and frictional connection
IVDNHOM;I-controller parameter with homogeneous mode
IVDNHOMV;I-controller parameter with homogeneous mode and frictional connection
IVDNSCH;I-controller parameter with stratified mode
IVDNSCHV;I-controller parameter with stratified mode and frictional connection
IVDNTEM;I-controller parameter with active DTEV if not homogeneous mode
KAFLTESG;Discharge constant line TEV-intake manifold
KATBFML_0_A;Filter time constant for signal damping in catalyst load
KATBFML_1_A;Filter time constant for signal damping in catalyst load
KATBFMNT_0_A;Threshold for small catalyst load during tester control
KATBFMNT_1_A;Threshold for small catalyst load during tester control
KATBFMN_0_A;Threshold for small catalyst load
KATBFMN_1_A;Threshold for low catalytic converter load
KATBFNM;Multiplicative normalization factor for cat load
KATBFNP;Additive normalization factor for cat load
KATBFN_0_A;Normalized mean value of sensor amplitude
KATBFN_1_A;Normalized mean value of sensor amplitude
KATBFSX;Max. integration threshold for stop condition
KATBFXM_0_A;Maximum cat load threshold for stop condition
KATBFXM_1_A;Maximum cat load threshold for stop condition
KATBFXT_0_A;Maximum cat load threshold for stop condition, tester mode
KATBFXT_1_A;Maximum cat load threshold for stop condition, tester mode
KATBSG_0_A;Catalytic converter storage size for cat load
KATBSG_1_A;Catalytic converter storage size for cat load
KATBSHF_0_A;Gain factor for control position difference
KATBSHF_1_A;Gain factor for control position difference
KATBSHG;Limiting factor for control position correction
KATBSH_0_A;Offset for lambda control slightly in rich range
KATBSH_1_A;Offset for lambda control slightly in rich range
KATMEXML_0_A;Exothermic temperature in CAT tkatm
KATMEXML_1_A;Exothermic temperature in CAT tkatm
KATMIEXML_0_A;Exothermic temperature in CAT tikatm
KATMIEXML_1_A;Exothermic temperature in CAT tikatm
KD;BA normalization factor (DRIVE)
KDLASHKI_0_A;Characteristic curve over dlashkm, weighting factor for I-component in LRHK
KDLASHKI_1_A;Characteristic curve over dlashkm, weighting factor for I-component in LRHK
KDLASHKP_0_A;Characteristic curve over dlashkm, weighting factor for P-component in LRHK
KDLASHKP_1_A;Characteristic curve over dlashkm, weighting factor for P-component in LRHK
KDLRIDDVE;Identification of DLR parameter set for DV-E type
KEDNEG;Value for reduction of LSU heating duty cycle after start
KEDPOS;Value for increase of LSU heating duty cycle after start
KFABAK;Wall film distribution factor during BA
KFATLAK;Lambda correction map for manifold exhaust temperature
KFATMABKA_0_A;Factor for exhaust temperature decrease = f(soak time, ambient temp)
KFATMABKA_1_A;Factor for exhaust temperature decrease = f(soak time, ambient temp)
KFATMABKK_0_A;Factor for cat temperature decrease = f(soak time, ambient temp)
KFATMABKK_1_A;Factor for cat temperature decrease = f(soak time, ambient temp)
KFATMKR;Map for stationary manifold exhaust temperature f(nmot, rl)
KFATMLA_0_A;Exhaust temperature correction map = f(Lambda)
KFATMLA_1_A;Exhaust temperature correction map = f(Lambda)
KFATMZW_0_A;Exhaust temperature correction map = f(ignition angle retard)
KFATMZW_1_A;Exhaust temperature correction map = f(ignition angle retard)
KFATZWK;Ignition angle correction map for manifold exhaust temperature
KFAVAK;Wall film distribution factor during VA
KFBAKL;Acceleration enrichment factor (K+L component)
KFBALB;Acceleration enrichment factor boost range
KFBBLSU;Map for B_sbblsu
KFCFO;Map for definition of range characteristics (dominant...)
KFDETATE;Ignition angle efficiency correction for DTEV
KFDFBTMN;Dynamic component factor of combustion chamber temp model for negative gradients
KFDFBTMP;Dynamic component factor of combustion chamber temp model for positive gradients
KFDLBTS;Delta target lambda for component protection
KFDLULS;Delta pressure for overboost protection diagnosis
KFDLURZ;Map for rough running difference dluts reference value at ZAS
KFDMDKOE;Initial value for torque filter when AC compressor switches on
KFDMINS;Permissible delta torque during after-start expansion
KFDPLGU;Delta pressure deviation of base boost pressure for altitude
KFDPVL;Pressure drop at air filter for calculating tank vent mass flow behind charger
KFDTMRS;Engine temperature gradient map in overrun for reference model
KFDTMTE;Engine temperature gradient map for substitute temperature
KFDTMTR;Engine temperature gradient map for reference temperature
KFDTMTU;Correction gradient map for engine temperature at low heating
KFDYES;Load dynamics detection threshold
KFDYMNT;Pre-controlled dynamic reserve
KFDYRS;Dynamic reserve detection threshold
KFDYRSOF;Dynamic reserve offset threshold
KFDZK;Delta ignition angle during continuous knocking
KFDZWKG;Ignition angle correction by shifting the knock limit
KFDZWOAGR;Offset of optimal ignition angle during EGR operation
KFDZWOB;Delta ignition angle for ignition overboost
KFETATE;Target efficiency map for tank venting upon reaching te = TEMIN
KFFKRXTM;Factor for correcting rlmax at high engine temperature
KFFLDEO;Factor for boost pressure intervention on overboost value by KR
KFFLLDE;Factor for slow boost pressure intervention on rlmax by KR
KFFLTA;Threshold for fine leak detection
KFFMSML;Exhaust backpressure correction of secondary air mass
KFFSLDE;Factor for fast LDR intervention (reduction)
KFFTEAN;Map for maximum purge rate during emergency tank venting
KFFTEAX;Map for maximum purge rate
KFFWLLDE;Weighting factor for slow boost pressure intervention on rlmax by KR
KFFWLW;Weighting map for warm-up factor
KFFWLWKH;Weighting map for warm-up factor during cat heating
KFFWTBR;Weighting factor Tans/Tmot for combustion chamber temperature model
KFGLTA;Threshold for gross leak detection
KFGNSOL;Map for speed limitation initialization value fgnsol
KFHSTT_0_A;Hot start factor
KFHSTT_1_A;Hot start factor
KFKABMT_0_A;Correction factor map for calculated amplitude, depending on ml and cat temp
KFKABMT_1_A;Correction factor map for calculated amplitude, depending on ml and cat temp
KFKEF1;Knock detection factor map ignition 1
KFKEF2;Knock detection factor map ignition 2
KFKEF3;Knock detection factor map ignition 3
KFKEF4;Knock detection factor map ignition 4
KFKEF5;Knock detection factor map ignition 5
KFKEF6;Knock detection factor map ignition 6
KFKEF7;Knock detection factor map ignition 7
KFKEF8;Knock detection factor map ignition 8
KFKSWF_0_A;Map for cat protection weighting factors
KFKSWF_1_A;Map for cat protection weighting factors
KFKWTMP;Torque reserve map for keeping cat warm, temporary
KFLAFWL;Offset lambda engine target
KFLAMKR;Weighting factor for enrichment during ignition retard
KFLAMKRL;Enrichment during ignition retard
KFLAMSLS;Lambda correction map for secondary air
KFLASKH;Target exhaust lambda map during cat heating
KFLDFK;Boost pressure filter constant
KFLDIMX;Map for LDR I-controller limitation
KFLDRAPP;Map for LDR application without torque coordination
KFLDRQ0;LDR control parameter Q0
KFLDRQ1;LDR control parameter Q1 (integrator coefficient)
KFLDRQ2;Map for LDR control parameter Q2
KFLDRXO;Delta filling (rl) in overboost operation
KFLF;Lambda map at part load
KFLRSTAU;System time constant map
KFLSUED_0_A;Map for LSU heating duty cycle depending on exhaust temp and ml
KFLSUED_1_A;Map for LSU heating duty cycle depending on exhaust temp and ml
KFLUARZ;Map for rough running distance reference value at ZAS
KFLURBZ;Map for rough running reference base value at ZAS
KFMDBGRG;Map with torque limitation value
KFMDDSLAD;Torque reserve map during active secondary air diagnosis
KFMDDSLFA;Torque reserve map during tester intervention for secondary air diagnosis
KFMDGEN;Torque consumption of generator
KFMDKHLL_0_A;Torque reserve map for cat heating at idle
KFMDKHLL_1_A;Torque reserve map for cat heating at idle
KFMDKH_0_A;Torque reserve map for cat heating
KFMDKH_1_A;Torque reserve map for cat heating
KFMDKO;Torque consumption of AC compressor
KFMDRKO;Map: AC compressor torque depending on rl, nmot
KFMDRKOE;Map: AC compressor torque dynamic component depending on rl, nmot
KFMDST;Start torque
KFMDWMX;Max. limitation for torque consumption of the converter
KFMDZOF_UC;KFMDZOF_UC
KFMDZOF_UM;Map for offset tolerance depending on permissible torque
KFMIZUFIL;Permissible indicated torque for torque limitation before filter
KFMIZUOF;Permissible indicated torque for torque limitation
KFMLDMN;ML threshold for B_minflr diagnosis HFM/HLM
KFMLDMX;ML threshold for B_maxflr diagnosis HFM/HLM
KFMPED_UC;KFMPED_UC
KFMPED_UM;Map for permissible torque from pedal position in monitoring
KFMPNS_UC;KFMPNS_UC
KFMPNS_UM;Map for permissible torque from pedal position with cold engine
KFNFSKHM;Target idle speed during cat heating with engaged gear
KFNLLKHM;Target idle speed during cat heating
KFNSA_0_A;After-start increase
KFNSA_1_A;After-start increase
KFNSTAMX;Speed threshold for STADAP active
KFNWADE;Definition of adaptation range for intake phase sensor edge adaptation
KFPBRK;Correction factor for combustion chamber pressure
KFPBRKNW;Correction factor for combustion chamber pressure with active VVT
KFPED;Pedal map (MR)
KFPLGUB;Base boost pressure for base altitude (ambient pressure)
KFPLMR;P-component of air mass controller
KFPRG;Internal exhaust partial pressure depending on VVT at sumode=0
KFQTE;Map for target purge rate ramp-up/down speed for tank venting
KFRBGOF;Offset for I-component limitation LDRPID
KFRLATR;Minimum load for exhaust temperature control
KFRLIP_UM;Map for rl calculation from throttle angle in monitoring
KFRLMN;Minimum filling in fired operation
KFRLMNSA;Minimum rl during fuel cut-off
KFSDLDSUA;Threshold for dynamic overrun recirculating valve control active
KFSWKFZK;Threshold for ignition retard for ignition map switching
KFSZDUB;Dwell time correction depending on UB
KFSZT;Dwell time map
KFTADMS;Dynamic weighting factor for ramping down the TEV
KFTARX;Map for max filling Tans correction factor
KFTARXZK;Map for max filling Tans correction factor during continuous knock
KFTATM_0_A;Exhaust temperature map f(nmot,rl)
KFTATM_1_A;Exhaust temperature map f(nmot,rl)
KFTATX;Map for maximum duty cycle
KFTEKA;Map for target fuel fraction during regeneration
KFTNSTKO;Map for compressor suppression time after start
KFTSDYN;Dwell time correction depending on speed gradient
KFTSRL;Dwell time map
KFTVFRR;Map: reset lambda controller to reference value after this time
KFTVLDRE;Map for substitute duty cycle value for LDR
KFTVSAKAT;Overrun fuel cut-off delay time at high speeds and high cat temperatures
KFTVTEV;Map for delay time of tank venting valve
KFTZWOB;Time constant for ignition angle overboost
KFURL;Conversion factor from ps->rl depending on VVT at sumode=0
KFUSHK_0_A;Target sensor voltage for post-cat control
KFUSHK_1_A;Target sensor voltage for post-cat control
KFVAKL;Deceleration lean factor (K+L component)
KFVALDIF;Weighting factor deceleration lean for Lambda actual > 1.0
KFVAWLA;Weighting VA via lamsbg
KFVPDKLD;Max. permissible pressure ratio DK for ldra diagnosis
KFVPDKSD;Target pressure ratio DK in dynamic operation
KFVPDKSE;Target pressure ratio DK in stationary operation
KFWDKMSN;Map for target throttle angle
KFWDKPP;Substitute value for throttle angle from filling signal
KFWEE;Injection end angle map
KFWEEK;Cold injection end angle map
KFWEEST;Injection end angle map during start
KFWEETM;Injection end angle temperature correction map
KFWHSTT_0_A;Weighting map for hot start
KFWHSTT_1_A;Weighting map for hot start
KFWKSTN;Weighting map for cold start
KFWLHO;Map for altitude dependence of warm-up factor
KFWMIFAL;Overshoot factor for filling path during load shock damping
KFWPLGTA;Map for weighting factor base boost pressure as f(tans)
KFWZLSD;Reduction factor for time constant load shock damping
KFZNSM;Time constant for target speed limitation
KFZWSTTM;Ignition angle during start
KHCTEAMX;Maximum HC concentration value in tank venting regeneration gas
KHCTEMN;Minimum HC concentration value in tank venting regeneration gas
KHCTEMX;Maximum HC concentration value in tank venting regeneration gas
KIDMSNTE;Integration speed for calculating mass flow change TEV
KILRHML_0_A;I-component for continuous LRHK
KILRHML_1_A;I-component for continuous LRHK
KIMLATMNL;Integrator slope for integrating down the air throughput
KIRMSMS;Integration speed for alignment of TEV mass flow with calculated mass flow
KISRM;Integrator coefficient for intake manifold model (dynamics)
KLATMILAE;Exothermic temperature decrease during enrichment tikatm
KLATMIZWE;Exothermic temperature decrease in cat at retarded ignition angle tikatm
KLATMLAE;Exothermic temperature decrease during enrichment
KLATMZWE_0_A;Exothermic temperature decrease in cat at retarded ignition angle tkatm
KLATMZWE_1_A;Exothermic temperature decrease in cat at retarded ignition angle tkatm
KLDFAB;Gradient limitation for kldfpwm
KLDMKH;Permissible delta torque during cat heating in torque monitoring
KLDPDK;Pressure drop across throttle valve
KLDTUMTA;Offset intake air temperature -> ambient temperature
KLFNWA;Exhaust camshaft weighting
KLFNWE;Intake camshaft weighting
KLFRTMKI;Characteristic curve for control factor from engine temperature
KLITHMS;Integrated air mass threshold curve for thermostat monitoring THM
KLMIGENL;Characteristic curve for transmission intervention upon loss of transmission message
KLMLDSLAMX;Max. air mass for adaptation/additional diagnosis condition (16 bit)
KLMLDSLKMX;Max. air mass for short test diagnosis condition (16 bit)
KLMLDSLMX;Max. air mass for diagnosis condition (16 bit)
KLMLDSLOMX;Max. air mass for frm-offset measurement condition (16 bit)
KLNLPHN;Correction of sensor phase response
KLNSTABMX;Largest possible stabilization factor in torque monitoring
KLOELD;Weighting factor curve for oil pressure during start
KLOELT;Weighting factor curve for oil temperature during start
KLOGIN;Login code for customer service
KLTDS;Conversion curve for tank pressure sensor DS-T2
KLTHMDTMS;Delta engine start temperature for verification/healing of thermostat diagnosis
KLVERBMX;Maximum consumer torque in level 1 torque monitoring
KLWNWI;Fixed value curve of a weighting factor for angular error
KLZWBSMN;Latest possible base ignition angle
KLZZWMNST;Time constant for ignition limitation reduction in after-start
KMITIBGR;Slope factor for integrating dtimx_w for torque limitation
KMLTESG;Constant for regeneration mass in TEV-intake pipe at norm pressure/temp
KMXSTG;Filter constant for max. slope filter for post-cat sensor
KRDWAA;Permissible ignition jump to advanced when reading adaptation values
KRDWSN;Knock control delta - safety angle
KRFKLN;Retardation per knock event with slow advance
KRFKN;Retardation per knock event
KRFTP1;Normal low-pass behavior
KRLVFN;Number of ignitions/cyl. from advance to advance (slow advance)
KRMXN;Maximum retardation
KRVFN;Number of ignitions/cyl. or time from advance to advance (step width KR)
KRVFSN;Number of ignitions/cyl. or time for fast advance of KR
KRWKRAIN;Initialization value for adaptation values
KSZA;Number of knock sensors
KTNDMRKH;Integration constant for torque reserve request cat heating
KUMSRL;Conversion constant from mass flow to relative air filling
KVB;Constant for consumption display
KVNPZ;Normalized fuel consumption per cylinder for instrument cluster output
KVZAF;Additional amplitude filter gain factor
LADIFFVA;Threshold for weighting factor deceleration lean for Lambda actual > 1.0
LALIUS;Lambda linearization, LSU sensor pre-cat
LALIUSH;Lambda linearization, sensor post-cat
LALIUSRH;Lambda linearization, sensor post-cat, target value
LAMFAS;Lambda driver request lock
LAMFLGSL;Lambda engine running limit rich during secondary air injection
LAMKAML;Lambda target for cat clearing (mass flow dependent)
LAMLGFKT;Rich running limit in short test
LAMLGFTM;Rich running limit of engine
LAMLGMKT;Lean running limit in short test
LAMLGMTM;Lean running limit
LAMLRAMN;Minimum lambda threshold for mixture adaptation activity
LAMLRAMX;Maximum lambda threshold for mixture adaptation activity
LAMMN;Lower plausibility threshold for lambda
LAMMX;Upper plausibility threshold for lambda
LAMRLMN;Lambda pre-control at rl < RLLAMMN to improve combustibility
LAMSOSOF;Lambda sensor target upper limit for 1.0 window
LAMSOSUF;Lambda sensor target lower limit for 1.0 window
LAMSSAMN;Lower limit for lamsosa and lamsisa, CARB tester, DLSSALRS
LAMSSAMX;Upper limit for lamsosa and lamsisa, CARB tester, DLSSALRS
LAMTEMX;Maximum lambda threshold for tank venting activity
LASDSLA;Target exhaust lambda during secondary air adaptation/short test
LASHKAB;Start value for dynamic target increase (lamsolh) in LRHK
LASTMOT;Engine temp. correction of target exhaust lambda
LASWLTM;Offset target lambda with inactive lambda control
LATRO;Upper target lambda limit for exhaust temperature control
LBZO1;Threshold for lbz for target speed increase when leaving idle
LBZO2;Threshold for lbz for target speed increase at idle
LBZU;Threshold for lbz for target speed reduction when leaving idle
LDDIMNN;Safety distance LDR I-controller limit negative
LDDIMXN;Safety distance LDR I-controller limit
LDEIAO;Upper deviation threshold for negative adjustment
LDEIAP;Deviation threshold for positive adaptation I-controller
LDEIAPS;Deviation threshold for fast positive tracking
LDEIAU;Lower deviation threshold for negative adjustment
LDIATA;Correction I-limitation LDR PID controller as function of Tans
LDORXN;Max filling LDR at E_ldo (overcharge error)
LDPBN;LDR p-limitation at high engine temperature
LDUVRS;LDR recirculating valve control reset from target
LKRAN;Load threshold for knock control adaptation
LKVDKNMN;Speed threshold for leak detection before throttle on turbo
LNXQTM;Natural logarithm of temperature quotient
LRNST7_T;Wait time in learning step 7
LRNST9_T;Wait time in learning step 9
LRSZAML;Amplitude of LRS forced oscillation
LSUNAMN;Lower threshold for LSU not active
LSUNAMX;Upper threshold for LSU not active
LUEN1LOGIN;Login code for speed window 1 active (fan control)
LUEN2LOGIN;Login code for speed window 2 active (fan control)
LUEN3LOGIN;Login code for speed window 3 active (fan control)
LURBRL8;Rough running reference value with vehicle stationary
LURKH;dmrkh-dependent rough running reference correction value during cat heating
LURKTM;Tmot-dependent rough running reference correction value
LURMINKH;Rough running reference minimum value during cat heating
LWSER;Power steering load torque with faulty steering angle sensor
MDBGRGA;Torque limitation for air path
MDKOAN;Torque threshold to switch off AC compressor
MDKOEN;Torque threshold to switch on AC compressor
MDMAXKBI;Maximum torque for instrument cluster output
MDR_AOG;Upper limit for adaptation of idle torque reserve
MDR_AUG;Lower limit for adaptation of idle torque reserve
MDSL;Torque request from power steering
MDSLP;Torque for secondary air pump compensation (stat.)
MDSLPPE;Torque for secondary air pump compensation (switching on)
MDV08_UC;MDV08_UC
MDV08_UM;Torque axis distribution in monitoring
MIFALMF;Indicated driver request torque for filling path with active gradient limit
MKFADPN1_0_A;Clutch torque for switching dashpot filter time with AC compressor
MKFADPN1_1_A;Clutch torque for switching dashpot filter time with AC compressor
MKFADPN1_2_A;Clutch torque for switching dashpot filter time with AC compressor
MKFADPN1_3_A;Clutch torque for switching dashpot filter time with AC compressor
MKFADPN_0_A;Clutch torque for switching dashpot filter time
MKFADPN_1_A;Clutch torque for switching dashpot filter time
MKFADPN_2_A;Clutch torque for switching dashpot filter time
MKFADPN_3_A;Clutch torque for switching dashpot filter time
MKLLS;Torque consumption of AC compressor fan
MLDKVSF;Air mass threshold for error release in DKVS (tank empty)
MLDKVSG;Air mass threshold for error release tank empty
MLDTEFPF;Engine air mass threshold for enabling passive DTEV diagnosis check
MLDTEPF;Engine air mass threshold for enabling passive DTEV diagnosis
MLFKMSDK;Air mass flow threshold for multiplicative alignment of HFM and DK mass flow
MLHFM;Linearization of hot-film voltage
MLHFMMN;Minimum HFM air mass threshold for resetting min-error
MLKHMX;Max. air mass for cat heating
MLMAX;Maximum air flow for load calculation according to SAE J1979
MLNKAX;Air mass threshold for enabling LRSHK I-component
MLO1AC;Upper air mass threshold range 1 with compressor
MLO3AC;Upper air mass threshold range 3 with compressor
MLOFS;HFM 5 characteristic curve offset
MLSLMX;Max. engine air mass for secondary air injection
MLSUS_0_A;Target air mass integral for engine-based cat heating
MLSUS_1_A;Target air mass integral for engine-based cat heating
MLU2AC;Lower air mass threshold range 2 with compressor
MLU4;Lower air mass threshold range 4
MLU4AC;Lower air mass threshold range 4 with compressor
MLUSSTG;Air mass threshold for dynamic check post-cat
MLWDSLAMN;Min. air mass for adaptation/additional diagnosis condition (16 bit)
MLWDSLKMN;Min. air mass for short test diagnosis condition (16 bit)
MLWDSLMN;Min. air mass for diagnosis condition (16 bit)
MLWDSLOMN;Min. air mass for frm-offset measurement condition (16 bit)
MOTTYP;Engine type for instrument cluster output
MRFABNTE;Threshold for detection of continuous high-load driving
MRFAMXKOAB;Max. mrfa threshold for enabling AC compressor shut-off
MRFAVW;Threshold for switching the pre-injection angle at max driver request
MSABHMN;Lower air mass threshold for LSU plausibility check
MSALLMN;Minimum idle air mass adaptation for E-Gas
MSALLMX;Maximum idle air mass adaptation for E-Gas
MSAPLMN;Lower threshold for LSU plausibility check
MSLBAS;Initial secondary air mass
MSLUB;Secondary air mass depending on battery voltage
MSLVMX;Diagnosis threshold for valve tightness check
MSLVMXK;Diagnosis threshold for valve tightness check in short test
MSLVMXX;Diagnosis threshold for absolute valve tightness error
MSLVMXXK;Diagnosis threshold for absolute valve tightness error in short test
MZFREG_DAT_UC;MZFREG_DAT_UC
NACHANZ;NACHANZ
NARAO;Upper speed threshold for AR active
NARASTG;Speed threshold in higher gear for AR active
NDIF_UM;Allowed difference between nmot and nz_um in monitoring
NDKRA;Speed threshold for knock control limit diagnosis
NDKS;Speed threshold for KS diagnosis
NDKSBET;Speed threshold for KS diagnosis, end-of-line test
NDKTSOT_0_A;Upper speed limit for function request
NDKTSOT_1_A;Upper speed limit for function request
NDKTSO_0_A;Upper speed limit for DKAT-active
NDKTSO_1_A;Upper speed limit for DKAT-active
NDKTSUT_0_A;Lower speed limit for function request
NDKTSUT_1_A;Lower speed limit for function request
NDKTSU_0_A;Lower speed limit for DKAT-active
NDKTSU_1_A;Lower speed limit for DKAT-active
NDLSO;Upper speed threshold for digital idle stabilization
NDLSU;Lower speed threshold for digital idle stabilization
NDNWMN;Minimum speed for VVT diagnosis
NDSVLO;Upper speed threshold for signal comparison boost pressure vs. ambient
NDSVLU;Speed threshold for signal comparison boost pressure vs. ambient
NFANWS;Speed threshold for VVT function request
NFHZ;Target speed with heated windshield on
NFHZFS;Target speed with heated windshield on and B_fs=1
NFS2M;Target speed 2 with gear switch on
NFSM;Target speed with gear switch on
NFSSL;Target speed with power steering switch active and B_fs=1
NGALU;Misfire Detection: Speed change threshold for blanking
NGKRAWN;Speed gradient threshold for KRRA dynamic detection
NGKRSTMX;Maximum speed gradient in KR stationary operation
NKRAMAX;Speed above which KR adaptation is frozen
NKRAMIN;Speed below which KR adaptation is frozen
NKRF;Speed threshold for knock control release
NKRMAX;Speed above which KR is frozen
NKRUM;Speed threshold for switching delta load signal for load dynamics
NKTDX;Maximum speed limit DKAT for calculation
NLL2M_0_A;Target speed 2
NLL2M_1_A;Target speed 2
NLL2M_2_A;Target speed 2
NLL2M_3_A;Target speed 2
NLLAD;Target idle speed during active secondary air diagnosis
NLLCVTMXV;Limitation of speed setpoint (CVT transmission)
NLLKT;Target idle speed during secondary air short test
NLLM_0_A;Target speed
NLLM_1_A;Target speed
NLLM_2_A;Target speed
NLLM_3_A;Target speed
NLRSHB;Speed threshold, shut off LR in overrun, with idle and TLLRSHB
NLS_AOG;Upper limit for target idle speed adaptation
NLS_AUG;Lower limit for target idle speed adaptation
NMAXKBI;Speed at maximum torque for instrument cluster output
NMAXOG;Increased speed limit
NMNZUESA;Lower nmot threshold for TSMNSA output
NMOTDELAY;Wait time until engine standstill detected
NMV08_UC;NMV08_UC
NMV08_UM;Engine speed axis distribution in monitoring
NMXDAEF;Maximum speed for throttle drive substitute function
NMXDKPU;Maximum speed with unknown throttle position
NMXSKA;Maximum speed with unknown throttle position -> Injector shut-off
NMXZUESA;Upper nmot threshold for TSMNSA output
NNWMN;Minimum speed threshold for switching off VVT
NOASR;Value for inactive ASR message
NOASR_UM;Inactivity mask for ASR
NOREA_UM;Identifier for request "no engine operation possible" from monitoring
NPHERKMN;Minimum engine speed for phase search
NPHERKMX;Maximum engine speed for phase search
NPHINVMN;Minimum engine speed for initialization
NPHINVMX;Maximum engine speed for initialization
NRLIP_UM;Engine speed threshold for rl/rlip comparison in monitoring
NRLMN;Minimum speed for calculating umsrln
NRLMNLLR;Minimum speed for calculating umsrln at idle
NRUBMX;Maximum speed for battery voltage regulation
NSACFS_0_A;Target speed with AC on (S_AC=1) and gear engaged (S_fs=1)
NSACFS_1_A;Target speed with AC on (S_AC=1) and gear engaged (S_fs=1)
NSAC_0_A;Target speed with AC on (S_AC=1)
NSAC_1_A;Target speed with AC on (S_AC=1)
NSL;Target speed with power steering active
NSLBZFS;Target speed with discharged battery and B_fs=1
NSLBZLL;Target speed with discharged battery
NSLBZS;Speed threshold for switching target speed via lbz
NSLFAA;Idle speed during end-of-line test (on general request)
NSLFAKAT;Target speed during cat diagnosis short trip
NSLFALSV;Target speed during pre-cat lambda sensor short trip
NSLFASH;Target speed during vibration test short trip
NSLKVS;Target speed during fuel supply diagnosis short trip
NSLLSH;Target speed during post-cat lambda sensor short trip
NTUMTAT;Speed threshold for determining ambient temp from TANS
NUKAO;Upper speed limit for ÜK adaptation
NUKAU;Lower speed limit for ÜK adaptation
NVG;Factor for calculating initialization speed
NVGDSLL;Speed threshold for pressure sensor comparison DSU/DSL at idle
NVMNG;Minimum speed/velocity ratio
NVMXG;Maximum speed/velocity ratio
NWECVTM;Re-engagement speed for CVT transmission
NWFDECE;Decrement of error debounce counter for intake camshaft actuator
NWFINCE;Increment of error debounce counter for intake camshaft actuator
NWPMBBRLEFTFOOTBRAKING;Min. speed for pedal value limitation with brake applied
NWSOSE;VVT upper switching threshold (intake)
NWSUSE;VVT lower switching threshold (intake)
NZMSE;Speed limit for safely leaving dual-mass flywheel resonance
NZMSMN;Lower speed limit for DMF protection
NZMSMX;Upper speed limit for DMF protection
OELKBI;Oil level threshold for instrument cluster output
PADMSA;Exhaust backpressure at LSU installation location
PBKVKRHY;Hysteresis for critical upper limit for brake booster pressure
PBKVVSTGPV;Vacuum gain by suction jet effect
PHLSNHMN;Heating power for sufficient sensor heating
PH_MINSEG;Segment length of short segment for quick-start phase sensor signal
PIDLDSUA;Prediction interval for dynamic overrun recirculating valve control
PLRHAV_0_A;Weighting factor of P-component in LRHK over cat aging
PLRHAV_1_A;Weighting factor of P-component in LRHK over cat aging
PLSOLAP;Application value for target boost pressure
PMAXKBI;Maximum power for instrument cluster output
PSAPES;Intake manifold pressure for injection application
PSSOLNGRD;Threshold for negative pssol gradient
PSSOLPF;Threshold for positive filtered pssol gradient
PSSOLPGRD;Threshold for positive pssol gradient
PUELSU;Substitute value for ambient pressure
PUKANS;Pulsation correction depending on intake air temperature
PUKORRV;Ambient pressure correction depending on vehicle speed
PUMN;Minimum ambient pressure limit
PUMX;Maximum ambient pressure limit
PUSMAX;Maximum plausible ambient pressure threshold
PUSMIN;Minimum plausible ambient pressure threshold
PUSPSMX;Max. deviation between ambient and intake manifold pressure
PVDKMN;pvdk min. threshold for boost pressure sensor error detection
PVDKMX;Boost pressure limit for max. error diagnosis
